160;36;30;40
30;280;55;104
108;72;55;104
108;480;30;40
90;300;40;30
150;396;40;30
110;210;40;30
160;200;30;40
72;400;104;55
30;60;30;40
104;440;30;40
90;330;40;30
90;144;55;104
36;200;40;30
36;72;40;30
55;400;104;55
144;450;30;40
30;90;30;40
104;208;30;40
30;72;104;55
180;252;36;254
30;108;55;104
144;480;30;40
30;120;30;40
30;254;30;40
104;220;104;55
72;432;40;30
36;120;36;254
36;254;36;254
108;0;40;30
160;165;40;30
55;432;40;30
72;200;40;30
80;200;36;254
165;40;40;30
108;30;40;30
210;160;30;40
30;55;40;30
55;200;40;30
72;90;36;254
110;110;40;30
104;252;40;30
60;200;55;104
210;324;30;40
55;90;36;254
72;120;36;254
90;160;104;55
30;432;40;30
30;36;40;30
104;416;40;30
72;330;104;55
210;220;30;40
55;120;36;254
72;150;36;254
55;254;36;254
40;216;104;55
30;200;40;30
120;220;36;254
0;108;104;55
165;252;36;254
60;144;30;40
55;150;36;254
0;400;104;55
110;60;36;254
108;144;36;254
104;40;30;40
200;40;30;40
120;320;55;104
104;104;36;254
90;216;36;254
40;440;104;55
60;420;40;30
30;150;36;254
165;104;40;30
160;360;55;104
110;324;55;104
40;150;40;30
180;275;30;40
80;450;104;55
108;420;30;40
150;80;36;254
180;360;30;40
160;390;55;104
40;180;40;30
180;165;55;104
110;104;30;40
0;468;40;30
0;72;40;30
108;450;30;40
150;110;36;254
180;390;30;40
160;432;30;40
40;210;40;30
110;396;30;40
36;216;55;104
40;36;30;40
60;108;36;254
180;420;30;40
120;385;104;55
72;165;36;254
80;220;40;30
200;120;40;30
150;210;55;104
0;254;36;254
55;165;36;254
200;150;40;30
150;240;55;104
150;252;30;40
36;288;30;40
36;270;104;55
200;180;40;30
150;416;30;40
36;300;104;55
40;108;104;55
30;80;36;254
0;0;104;55
55;216;55;104
110;312;40;30
180;385;40;30
160;40;30;40
120;60;30;40
200;36;30;40
165;360;30;40
144;208;36;254
165;165;55;104
160;320;55;104
110;80;40;30
150;400;40;30
30;180;55;104
72;270;104;55
165;390;30;40
108;240;55;104
40;40;104;55
55;288;30;40
80;254;40;30
30;210;55;104
55;270;104;55
72;300;104;55
165;420;30;40
108;270;55;104
80;150;40;30
160;252;55;104
110;216;55;104
55;300;104;55
108;300;55;104
108;312;30;40
120;400;104;55
108;160;104;55
90;208;55;104
90;220;30;40
55;330;104;55
30;416;30;40
110;240;104;55
104;254;104;55
108;324;104;55
150;72;55;104
165;385;40;30
90;396;104;55
90;0;104;55
120;432;40;30
60;216;30;40
90;30;104;55
160;180;40;30
120;200;40;30
110;144;40;30
72;90;30;40
104;420;40;30
165;180;55;104
36;165;36;254
90;60;104;55
160;210;40;30
72;108;55;104
55;90;30;40
72;120;30;40
120;90;36;254
104;450;40;30
165;210;55;104
108;200;55;104
210;254;30;40
160;240;40;30
55;108;55;104
0;160;30;40
55;120;30;40
72;150;30;40
120;120;36;254
150;0;40;30
120;254;36;254
60;440;30;40
165;240;55;104
104;160;55;104
165;252;30;40
60;288;104;55
180;216;36;254
40;432;30;40
104;385;30;40
55;150;30;40
120;150;36;254
150;30;40;30
144;36;55;104
30;252;36;254
104;324;55;104
90;360;40;30
0;385;104;55
200;208;30;40
160;160;36;254
150;60;40;30
90;165;36;254
144;200;55;104
108;208;36;254
104;104;30;40
80;320;104;55
104;165;104;55
200;55;30;40
165;400;40;30
55;36;40;30
60;36;55;104
200;432;30;40
110;400;30;40
60;252;40;30
144;360;40;30
150;144;36;254
40;320;55;104
0;90;30;40
144;390;40;30
30;30;40;30
180;320;30;40
60;108;30;40
200;416;40;30
60;90;104;55
36;280;55;104
0;254;30;40
144;420;40;30
104;312;40;30
108;108;36;254
60;120;104;55
80;360;55;104
36;60;30;40
60;150;104;55
80;390;55;104
150;450;30;40
36;90;30;40
40;160;30;40
55;180;36;254
36;72;104;55
180;468;40;30
200;165;40;30
108;40;36;254
160;324;55;104
80;432;30;40
120;216;55;104
144;108;36;254
30;144;36;254
180;312;55;104
55;280;55;104
40;385;104;55
90;240;36;254
160;104;30;40
0;432;40;30
0;36;40;30
180;80;55;104
160;396;30;40
110;220;55;104
120;288;30;40
0;200;40;30
120;270;104;55
180;110;55;104
30;420;30;40
110;0;30;40
110;110;104;55
120;300;104;55
90;254;30;40
36;432;40;30
36;36;40;30
110;280;55;104
30;450;30;40
40;240;40;30
110;30;30;40
120;330;104;55
0;120;36;254
30;432;104;55
80;165;40;30
72;180;55;104
80;104;36;254
30;480;30;40
0;150;36;254
30;200;104;55
180;270;40;30
80;55;36;254
160;312;40;30
72;210;55;104
150;270;55;104
0;180;36;254
110;72;104;55
180;300;40;30
55;210;55;104
72;240;55;104
160;80;40;30
72;252;30;40
110;440;40;30
80;36;36;254
108;390;40;30
150;312;30;40
60;280;30;40
165;80;55;104
180;330;40;30
55;240;55;104
160;110;40;30
55;252;30;40
72;416;30;40
110;208;40;30
165;110;55;104
180;220;36;254
55;416;30;40
160;216;55;104
30;396;40;30
104;468;30;40
110;55;40;30
200;160;36;254
30;240;55;104
30;252;30;40
55;385;55;104
108;288;104;55
30;270;55;104
90;165;30;40
104;400;30;40
108;208;30;40
90;104;55;104
36;160;40;30
30;300;55;104
165;300;40;30
150;200;55;104
30;312;30;40
55;360;104;55
30;160;104;55
90;180;36;254
108;220;104;55
90;390;104;55
165;330;40;30
120;36;40;30
40;120;36;254
30;324;104;55
90;210;36;254
90;420;104;55
72;72;55;104
30;275;104;55
36;80;36;254
40;220;55;104
55;72;55;104
36;110;36;254
108;252;40;30
210;120;30;40
40;396;30;40
0;288;30;40
60;160;55;104
108;416;40;30
104;288;55;104
60;416;104;55
200;480;40;30
210;150;30;40
90;324;40;30
40;30;30;40
80;254;104;55
0;300;104;55
210;180;30;40
80;40;30;40
55;80;36;254
72;0;40;30
30;288;40;30
110;252;36;254
0;330;104;55
104;80;104;55
36;416;30;40
120;390;30;40
72;30;40;30
60;320;40;30
0;360;104;55
144;108;30;40
160;400;30;40
104;110;104;55
120;420;30;40
200;396;30;40
200;0;30;40
110;90;55;104
120;280;55;104
72;60;40;30
80;216;104;55
30;208;36;254
150;108;36;254
180;254;30;40
40;208;40;30
110;120;55;104
55;60;40;30
180;144;55;104
80;480;40;30
110;150;55;104
90;72;36;254
40;110;40;30
72;144;36;254
80;275;55;104
200;312;40;30
90;385;55;104
80;104;30;40
36;450;30;40
55;144;36;254
80;55;30;40
200;80;40;30
36;480;30;40
40;60;36;254
0;80;36;254
40;270;104;55
120;55;40;30
144;72;36;254
90;360;104;55
200;110;40;30
120;210;55;104
40;90;36;254
80;280;104;55
40;300;104;55
108;55;55;104
72;450;30;40
160;220;55;104
120;240;55;104
120;252;30;40
165;144;55;104
108;280;30;40
180;208;55;104
180;220;30;40
55;450;30;40
200;30;36;254
160;0;30;40
30;110;55;104
120;416;30;40
104;240;30;40
108;36;55;104
110;165;55;104
55;480;30;40
160;280;55;104
150;360;40;30
200;60;36;254
36;0;40;30
36;396;40;30
160;30;30;40
180;55;55;104
165;216;30;40
104;270;30;40
108;60;104;55
80;80;40;30
200;90;36;254
150;390;40;30
36;30;40;30
160;60;30;40
104;300;30;40
90;400;55;104
108;90;104;55
180;36;55;104
80;110;40;30
150;420;40;30
0;144;36;254
110;432;104;55
110;36;104;55
108;120;104;55
108;254;104;55
90;180;30;40
108;275;40;30
200;40;40;30
80;0;36;254
110;200;104;55
90;210;30;40
55;396;40;30
0;390;30;40
160;208;40;30
30;330;40;30
80;30;36;254
60;396;55;104
60;0;55;104
165;208;55;104
0;420;30;40
30;360;40;30
80;60;36;254
180;275;40;30
36;144;36;254
60;30;55;104
104;216;40;30
108;420;40;30
160;55;40;30
210;416;30;40
40;165;36;254
165;55;55;104
0;450;30;40
90;252;104;55
30;390;40;30
110;104;40;30
0;432;104;55
60;60;55;104
60;468;30;40
72;160;104;55
60;72;30;40
108;450;40;30
165;280;30;40
104;60;55;104
60;450;104;55
0;200;104;55
55;160;104;55
72;324;104;55
144;210;30;40
165;36;55;104
104;90;55;104
108;160;55;104
80;324;55;104
36;420;30;40
55;80;30;40
120;80;36;254
55;324;104;55
144;240;30;40
104;120;55;104
90;144;36;254
40;240;104;55
150;252;40;30
60;220;40;30
104;144;104;55
165;275;40;30
0;396;40;30
104;280;40;30
0;240;55;104
110;360;30;40
0;270;55;104
144;320;40;30
40;280;55;104
0;312;30;40
72;208;36;254
144;216;40;30
104;108;40;30
144;30;55;104
36;240;55;104
36;252;30;40
40;60;30;40
55;208;36;254
0;80;30;40
0;324;104;55
144;60;55;104
144;72;30;40
60;80;104;55
200;144;40;30
80;320;55;104
0;275;104;55
40;90;30;40
80;180;104;55
40;72;104;55
60;110;104;55
160;120;55;104
80;210;104;55
36;160;104;55
180;108;55;104
180;120;30;40
160;150;55;104
120;450;30;40
80;240;104;55
36;324;104;55
110;385;40;30
120;36;104;55
30;104;36;254
180;150;30;40
40;104;40;30
120;72;55;104
120;480;30;40
90;270;55;104
40;55;40;30
180;40;55;104
110;320;30;40
110;180;55;104
150;104;55;104
30;216;30;40
110;40;104;55
90;300;55;104
90;312;30;40
80;144;40;30
150;396;55;104
110;210;55;104
90;330;55;104
108;416;104;55
90;80;30;40
90;324;104;55
36;200;55;104
0;208;36;254
90;275;104;55
90;110;30;40
72;280;30;40
200;104;40;30
120;396;40;30
120;0;40;30
165;108;55;104
0;110;36;254
200;55;40;30
72;36;55;104
120;30;40;30
108;320;40;30
165;150;30;40
108;0;55;104
160;165;55;104
0;210;55;104
72;200;55;104
110;400;40;30
165;40;55;104
80;72;104;55
108;30;55;104
210;480;30;40
30;55;55;104
55;200;55;104
0;252;30;40
30;280;30;40
104;252;55;104
108;468;30;40
108;72;30;40
120;160;104;55
90;288;40;30
180;320;40;30
180;180;36;254
72;254;104;55
144;0;55;104
30;36;55;104
104;416;55;104
200;300;30;40
180;210;36;254
90;144;30;40
72;360;40;30
160;252;36;254
110;216;36;254
36;60;40;30
30;60;104;55
104;440;104;55
180;240;36;254
200;330;30;40
72;390;40;30
144;468;30;40
30;108;30;40
104;150;40;30
30;90;104;55
200;360;30;40
104;208;104;55
55;390;40;30
72;420;40;30
36;108;36;254
104;180;40;30
30;120;104;55
30;254;104;55
55;420;40;30
160;104;40;30
104;210;40;30
40;150;55;104
144;220;40;30
165;320;40;30
36;40;36;254
72;288;104;55
60;200;30;40
165;180;36;254
80;288;55;104
210;312;30;40
80;300;30;40
90;90;40;30
40;180;55;104
72;108;36;254
0;72;55;104
165;210;36;254
108;200;36;254
80;330;30;40
210;80;30;40
90;120;40;30
40;210;55;104
55;108;36;254
144;280;40;30
165;240;36;254
200;440;40;30
90;150;40;30
80;220;55;104
60;144;104;55
60;165;40;30
90;40;36;254
120;320;30;40
104;40;104;55
60;280;40;30
160;360;30;40
40;400;40;30
110;312;55;104
180;385;55;104
110;324;30;40
0;30;40;30
108;396;55;104
60;36;36;254
160;390;30;40
110;80;55;104
150;400;55;104
180;165;30;40
0;60;40;30
104;72;40;30
80;440;40;30
36;390;40;30
80;254;55;104
150;180;30;40
36;216;30;40
110;104;104;55
108;450;104;55
80;208;40;30
200;108;40;30
210;40;30;40
80;150;55;104
150;210;30;40
110;396;104;55
40;36;104;55
165;72;36;254
200;400;40;30
150;240;30;40
40;252;36;254
110;270;40;30
160;385;40;30
36;288;104;55
180;160;40;30
165;385;55;104
110;300;40;30
55;216;30;40
180;324;40;30
165;165;30;40
110;330;40;30
160;320;30;40
160;180;55;104
120;200;55;104
110;144;55;104
30;180;30;40
120;60;104;55
108;240;30;40
80;108;40;30
160;210;55;104
200;252;36;254
110;220;36;254
30;210;30;40
40;0;40;30
108;270;30;40
160;240;55;104
160;252;30;40
55;288;104;55
40;30;40;30
110;216;30;40
150;0;55;104
108;300;30;40
90;208;30;40
150;216;40;30
80;40;40;30
150;30;55;104
108;312;104;55
90;220;104;55
36;416;40;30
120;390;40;30
150;60;55;104
150;72;30;40
0;104;36;254
30;416;104;55
160;400;40;30
120;420;40;30
165;324;40;30
36;120;104;55
180;254;40;30
0;216;30;40
55;36;55;104
80;252;36;254
40;144;36;254
108;216;40;30
165;180;30;40
60;216;104;55
72;108;30;40
30;320;40;30
60;252;55;104
144;360;55;104
72;90;104;55
165;210;30;40
108;200;30;40
90;416;40;30
160;216;36;254
55;108;30;40
120;108;36;254
144;390;55;104
30;30;55;104
55;90;104;55
72;120;104;55
165;240;30;40
104;160;30;40
40;420;30;40
0;440;30;40
150;280;40;30
30;240;36;254
0;160;104;55
72;150;104;55
144;36;30;40
144;432;30;40
55;120;104;55
104;312;55;104
104;324;30;40
60;440;104;55
40;432;104;55
104;385;104;55
200;275;30;40
55;150;104;55
180;450;30;40
144;200;30;40
90;104;36;254
60;180;40;30
150;200;36;254
165;254;40;30
90;55;36;254
180;480;30;40
104;104;104;55
200;390;30;40
60;210;40;30
60;36;30;40
72;72;36;254
0;36;55;104
60;240;40;30
104;240;40;30
144;165;40;30
40;320;30;40
110;400;104;55
55;72;36;254
36;55;55;104
165;216;40;30
104;270;40;30
36;280;30;40
60;160;36;254
0;90;104;55
104;300;40;30
60;108;104;55
210;104;30;40
80;360;30;40
36;36;55;104
200;385;40;30
210;55;30;40
80;165;55;104
0;254;104;55
30;72;36;254
120;360;40;30
80;390;30;40
120;40;55;104
108;330;55;104
36;60;104;55
180;270;55;104
104;220;36;254
160;312;55;104
160;324;30;40
80;420;30;40
120;216;30;40
108;360;55;104
36;90;104;55
40;160;104;55
180;300;55;104
180;312;30;40
55;280;30;40
160;80;55;104
80;432;104;55
108;390;55;104
40;324;104;55
36;275;40;30
180;330;55;104
180;80;30;40
160;110;55;104
110;208;55;104
110;220;30;40
108;432;30;40
60;72;40;30
180;110;30;40
30;396;55;104
120;288;104;55
80;385;40;30
110;55;55;104
90;108;30;40
36;420;40;30
110;280;30;40
40;216;36;254
0;108;36;254
30;420;104;55
110;0;104;55
160;270;40;30
90;254;104;55
72;180;30;40
30;450;104;55
110;30;104;55
60;275;55;104
160;300;40;30
72;210;30;40
36;160;55;104
150;270;30;40
165;300;55;104
180;288;40;30
144;160;36;254
160;330;40;30
55;210;30;40
72;240;30;40
165;330;55;104
165;80;30;40
55;240;30;40
160;220;36;254
200;216;36;254
72;252;104;55
165;110;30;40
110;275;40;30
60;280;104;55
90;450;40;30
180;208;36;254
150;150;40;30
160;216;30;40
55;252;104;55
72;416;104;55
108;252;55;104
90;480;40;30
120;90;104;55
110;165;36;254
180;55;36;254
55;416;104;55
30;240;30;40
55;385;30;40
120;120;104;55
30;270;30;40
30;252;104;55
180;36;36;254
90;104;30;40
72;320;40;30
72;0;55;104
30;288;55;104
165;288;40;30
30;300;30;40
108;150;40;30
90;165;104;55
104;400;104;55
108;208;104;55
72;216;40;30
55;320;40;30
72;30;55;104
60;320;55;104
108;180;40;30
30;312;104;55
72;60;55;104
72;72;30;40
165;220;40;30
165;208;36;254
108;210;40;30
40;208;55;104
40;220;30;40
55;60;55;104
55;72;30;40
104;432;40;30
210;108;30;40
40;110;55;104
144;180;40;30
30;216;40;30
104;200;40;30
60;160;30;40
104;60;36;254
104;288;30;40
200;468;40;30
210;400;30;40
90;312;40;30
40;396;104;55
0;288;104;55
165;36;36;254
104;90;36;254
108;160;36;254
90;80;40;30
200;324;30;40
60;385;104;55
104;120;36;254
104;254;36;254
90;110;40;30
200;220;30;40
72;280;40;30
80;40;104;55
180;200;55;104
120;55;55;104
90;0;36;254
110;90;30;40
0;320;40;30
120;280;30;40
36;416;104;55
165;150;40;30
160;144;55;104
110;108;55;104
40;330;40;30
90;30;36;254
110;120;30;40
144;80;40;30
180;144;30;40
80;468;40;30
40;360;40;30
90;60;36;254
110;150;30;40
0;252;40;30
0;240;36;254
144;110;40;30
36;320;40;30
40;390;40;30
150;360;55;104
36;0;55;104
36;396;55;104
80;400;40;30
120;324;40;30
200;300;40;30
80;80;55;104
150;390;55;104
90;385;30;40
36;30;55;104
120;275;40;30
144;30;36;254
200;330;40;30
80;110;55;104
150;432;30;40
36;468;30;40
80;104;104;55
36;450;104;55
144;60;36;254
108;275;55;104
200;360;40;30
80;55;104;55
120;210;30;40
104;165;36;254
108;104;30;40
180;90;40;30
55;396;55;104
55;0;55;104
108;55;30;40
160;208;55;104
160;220;30;40
30;330;55;104
120;240;30;40
165;144;30;40
80;36;104;55
144;254;36;254
55;30;55;104
36;220;40;30
30;360;55;104
180;275;55;104
72;450;104;55
30;110;30;40
104;216;55;104
120;252;104;55
160;55;55;104
108;36;30;40
144;275;55;104
108;280;104;55
110;165;30;40
55;468;30;40
80;300;40;30
160;280;30;40
30;390;55;104
55;450;104;55
180;55;30;40
120;416;104;55
150;165;40;30
104;240;104;55
180;40;36;254
80;330;40;30
110;180;36;254
104;270;104;55
90;400;30;40
72;220;40;30
110;210;36;254
104;300;104;55
55;220;40;30
36;200;36;254
120;320;40;30
150;252;55;104
36;72;36;254
60;220;55;104
165;90;40;30
108;80;40;30
0;165;30;40
90;180;104;55
110;160;40;30
165;120;40;30
108;110;40;30
60;396;30;40
60;0;30;40
160;275;40;30
165;208;30;40
210;240;30;40
165;275;55;104
0;396;55;104
90;210;104;55
0;390;104;55
60;30;30;40
104;280;55;104
210;270;30;40
160;165;36;254
30;165;40;30
165;55;30;40
0;420;104;55
60;60;30;40
104;60;30;40
180;104;36;254
210;385;30;40
0;450;104;55
110;110;36;254
150;180;40;30
144;320;55;104
165;36;30;40
60;72;104;55
104;90;30;40
80;312;55;104
80;324;30;40
150;210;40;30
144;216;55;104
30;36;36;254
104;108;55;104
104;120;30;40
200;254;30;40
150;240;40;30
60;208;40;30
30;200;36;254
55;80;104;55
110;72;36;254
110;416;30;40
104;55;40;30
150;160;36;254
180;440;30;40
165;165;40;30
0;240;30;40
60;432;40;30
110;385;55;104
144;144;40;30
30;180;40;30
104;36;40;30
165;104;36;254
80;270;40;30
40;104;55;104
0;270;30;40
30;210;40;30
40;55;55;104
200;200;40;30
40;280;30;40
110;360;104;55
144;30;30;40
80;144;55;104
36;240;30;40
0;312;104;55
144;60;30;40
160;90;30;40
120;110;30;40
36;252;104;55
40;60;104;55
30;160;36;254
60;40;40;30
0;80;104;55
160;108;55;104
160;120;30;40
120;396;55;104
120;0;55;104
165;440;30;40
180;416;40;30
40;90;104;55
180;108;30;40
160;150;30;40
36;254;40;30
120;30;55;104
0;216;40;30
108;320;55;104
40;275;40;30
80;200;40;30
120;468;30;40
120;72;30;40
120;450;104;55
90;270;30;40
180;40;30;40
144;55;40;30
110;180;30;40
150;104;30;40
90;288;55;104
180;320;55;104
90;300;30;40
80;254;36;254
150;396;30;40
110;210;30;40
110;320;104;55
30;216;104;55
144;36;40;30
90;330;30;40
90;312;104;55
72;360;55;104
120;220;40;30
60;254;55;104
36;200;30;40
200;275;40;30
180;450;40;30
72;390;55;104
90;80;104;55
110;60;40;30
165;416;40;30
104;150;55;104
165;108;30;40
80;0;104;55
180;480;40;30
55;390;55;104
90;110;104;55
72;432;30;40
72;36;30;40
80;216;36;254
72;280;104;55
104;180;55;104
108;0;30;40
90;216;40;30
160;165;30;40
55;432;30;40
0;210;30;40
110;254;40;30
72;200;30;40
30;150;40;30
104;210;55;104
165;40;30;40
210;468;30;40
108;30;30;40
30;55;30;40
55;200;30;40
160;180;36;254
120;200;36;254
150;80;40;30
110;144;36;254
144;220;55;104
165;320;55;104
104;252;30;40
90;90;55;104
160;210;36;254
150;110;40;30
144;0;30;40
30;36;30;40
104;416;30;40
30;280;104;55
90;440;40;30
200;288;30;40
108;72;104;55
90;120;55;104
160;240;36;254
144;280;55;104
150;0;36;254
72;165;40;30
90;150;55;104
90;144;104;55
150;30;36;254
165;480;40;30
55;165;40;30
60;165;55;104
150;60;36;254
30;108;104;55
55;280;40;30
144;440;40;30
30;80;40;30
60;420;30;40
36;330;55;104
40;400;55;104
40;150;30;40
55;36;36;254
0;30;55;104
144;208;40;30
108;432;40;30
210;300;30;40
80;288;30;40
36;360;55;104
40;180;30;40
0;60;55;104
0;72;30;40
104;72;55;104
108;60;36;254
60;200;104;55
210;330;30;40
90;108;40;30
36;390;55;104
40;210;30;40
30;30;36;254
108;90;36;254
210;360;30;40
80;208;55;104
80;220;30;40
200;120;30;40
80;330;104;55
160;72;36;254
110;36;36;254
108;120;36;254
160;416;30;40
200;150;30;40
60;104;40;30
110;270;55;104
200;180;30;40
60;55;40;30
120;320;104;55
160;385;55;104
180;160;55;104
104;0;40;30
110;300;55;104
110;312;30;40
180;385;30;40
0;280;40;30
108;396;30;40
180;324;55;104
104;30;40;30
110;330;55;104
110;80;30;40
150;400;30;40
110;324;104;55
72;160;36;254
144;40;40;30
165;0;36;254
80;108;55;104
40;0;55;104
0;200;36;254
55;160;36;254
165;30;36;254
120;254;40;30
80;150;30;40
40;30;55;104
36;216;104;55
165;60;36;254
150;216;55;104
80;40;55;104
40;240;36;254
80;165;36;254
144;252;36;254
104;144;36;254
120;390;55;104
165;160;55;104
165;385;30;40
110;288;40;30
160;400;55;104
60;390;30;40
120;432;30;40
165;324;55;104
36;440;104;55
90;280;40;30
180;254;55;104
200;210;36;254
36;150;40;30
160;180;30;40
40;220;40;30
55;216;104;55
120;200;30;40
110;144;30;40
104;420;30;40
108;216;55;104
72;480;40;30
200;240;36;254
150;144;40;30
36;180;40;30
160;210;30;40
110;208;36;254
30;320;55;104
104;450;30;40
30;180;104;55
90;416;55;104
108;240;104;55
36;210;40;30
160;240;30;40
150;0;30;40
30;210;104;55
108;270;104;55
150;280;55;104
150;30;30;40
110;216;104;55
120;165;40;30
108;300;104;55
90;208;104;55
80;180;36;254
150;60;30;40
55;180;40;30
160;254;40;30
80;210;36;254
36;160;36;254
110;90;40;30
165;312;40;30
60;180;55;104
165;254;55;104
108;40;40;30
210;432;30;40
80;240;36;254
30;144;40;30
110;120;40;30
55;36;30;40
60;210;55;104
120;36;36;254
104;396;40;30
210;200;30;40
90;240;40;30
110;150;40;30
150;208;40;30
0;216;104;55
60;240;55;104
60;252;30;40
144;360;30;40
144;165;55;104
110;40;36;254
72;108;104;55
144;390;30;40
30;30;30;40
108;252;36;254
150;55;40;30
200;416;30;40
108;200;104;55
72;80;40;30
90;385;40;30
55;108;104;55
144;420;30;40
104;160;104;55
0;120;40;30
72;110;40;30
40;420;104;55
60;400;40;30
0;440;104;55
150;36;40;30
104;324;104;55
120;360;55;104
0;150;40;30
55;110;40;30
72;0;36;254
180;468;30;40
200;165;30;40
108;104;40;30
0;180;40;30
72;30;36;254
150;90;36;254
165;144;40;30
144;385;40;30
72;60;36;254
0;36;30;40
36;275;55;104
150;120;36;254
60;36;104;55
36;104;30;40
55;60;36;254
144;104;40;30
36;55;30;40
150;220;55;104
72;254;36;254
160;36;36;254
144;396;40;30
40;320;104;55
80;385;55;104
200;160;40;30
36;432;30;40
36;36;30;40
72;275;55;104
36;280;104;55
80;165;30;40
30;60;36;254
160;270;55;104
120;40;30;40
80;360;104;55
55;275;55;104
108;330;30;40
30;90;36;254
180;270;30;40
104;208;36;254
0;165;40;30
160;300;55;104
160;312;30;40
200;80;36;254
80;390;104;55
108;360;30;40
30;120;36;254
60;0;40;30
180;288;55;104
180;300;30;40
160;330;55;104
36;312;40;30
200;110;36;254
160;80;30;40
40;120;40;30
40;254;40;30
110;440;30;40
80;420;104;55
108;390;30;40
120;216;104;55
60;30;40;30
180;330;30;40
90;36;30;40
150;440;40;30
36;80;40;30
160;110;30;40
30;220;55;104
55;280;104;55
110;208;30;40
110;275;55;104
60;60;40;30
80;160;40;30
36;110;40;30
150;150;55;104
30;396;30;40
110;220;104;55
108;432;104;55
110;55;30;40
80;324;40;30
80;80;36;254
60;312;55;104
60;324;30;40
110;280;104;55
108;385;40;30
60;275;30;40
160;288;40;30
72;320;55;104
110;252;40;30
80;110;36;254
120;180;40;30
72;180;104;55
165;288;55;104
165;300;30;40
108;150;55;104
72;216;55;104
55;320;55;104
30;440;40;30
110;416;40;30
200;40;36;254
72;210;104;55
165;330;30;40
108;180;55;104
160;208;36;254
150;108;40;30
55;210;104;55
72;240;104;55
165;220;55;104
108;210;55;104
55;240;104;55
108;252;30;40
90;468;40;30
90;72;40;30
150;40;40;30
110;104;36;254
144;180;55;104
104;200;55;104
200;480;30;40
72;144;40;30
30;240;104;55
55;385;104;55
55;144;40;30
160;90;40;30
120;110;40;30
72;0;30;40
104;330;40;30
30;270;104;55
160;120;40;30
90;104;104;55
72;30;30;40
150;252;36;254
165;440;40;30
104;360;40;30
60;320;30;40
